date,positive_account_count,zero_account_count,negative_account_count,gross_positive_available_usd,gross_negative_available_usd,net_estimated_available_usd,simultaneous_account_positions_flag,gross_positive_to_deficit_ratio,positive_entity_count,zero_entity_count,deficit_entity_count,gross_entity_surplus_usd,gross_entity_deficit_usd,entity_net_estimated_available_usd,simultaneous_entity_positions_flag,evidence_label,decision_boundary
2026-01-31,53,0,2,57828690.56200714,-1720403.4873832983,56108287.07462384,True,33.613446488627794,16,0,0,56108287.07462384,0.0,56108287.07462384,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-01,53,0,2,58685943.58021536,-1962530.2862701071,56723413.29394525,True,29.903204037554552,16,0,0,56723413.29394525,0.0,56723413.29394525,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-02,53,0,2,58808895.04375836,-2119645.381958725,56689249.66179963,True,27.744685759376484,15,0,1,56802397.03660239,-113147.37480276258,56689249.66179963,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-03,53,0,2,58637091.469886,-2022903.9635244007,56614187.5063616,True,28.986591814139132,16,0,0,56614187.506361604,0.0,56614187.5063616,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-04,53,0,2,57929755.177693695,-2233750.9020774895,55696004.275616206,True,25.933847468764935,16,0,0,55696004.275616206,0.0,55696004.275616206,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-05,53,0,2,58996261.298637785,-2014243.3687804756,56982017.929857306,True,29.289539790992134,16,0,0,56982017.929857306,0.0,56982017.929857306,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-06,53,0,2,58551178.84934315,-2321141.6712671127,56230037.178076036,True,25.22516379509917,16,0,0,56230037.17807604,0.0,56230037.178076036,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-07,53,0,2,58365940.847074874,-2130404.2784528467,56235536.56862203,True,27.39665022146017,15,0,1,56304038.523646854,-68501.95502482809,56235536.56862203,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-08,53,0,2,58613192.97407396,-1635547.3834069045,56977645.59066706,True,35.83704976616486,16,0,0,56977645.59066706,0.0,56977645.59066706,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-09,53,0,2,58499013.19901371,-1840527.372473521,56658485.82654019,True,31.783832217825555,16,0,0,56658485.82654019,0.0,56658485.82654019,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-10,53,0,2,58728207.16562093,-2105891.0174752907,56622316.14814564,True,27.88758139821925,16,0,0,56622316.148145646,0.0,56622316.14814564,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-11,53,0,2,57236388.65546712,-2236502.8374497243,54999885.8180174,True,25.591914169325875,16,0,0,54999885.8180174,0.0,54999885.8180174,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-12,53,0,2,58722697.70283646,-1977135.2759458276,56745562.426890634,True,29.700900296134026,16,0,0,56745562.426890634,0.0,56745562.426890634,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-13,53,0,2,57527241.12767041,-2080937.7367484313,55446303.39092197,True,27.644864193562842,15,0,1,55500816.48593718,-54513.09501520009,55446303.39092198,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-14,53,0,2,57057594.06420474,-1961132.5059209631,55096461.55828377,True,29.094206481173003,16,0,0,55096461.558283776,0.0,55096461.558283776,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-15,53,0,2,57966761.73847232,-1865902.8838167354,56100858.854655586,True,31.066333752537187,16,0,0,56100858.85465558,0.0,56100858.854655586,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-16,53,0,2,58645405.26792014,-1833947.006554432,56811458.261365704,True,31.977698951128076,16,0,0,56811458.26136571,0.0,56811458.26136571,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-17,53,0,2,58333587.78689662,-2312162.3157753227,56021425.471121304,True,25.229019342154615,15,0,1,56025330.96222468,-3905.4911033711396,56021425.471121304,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-18,53,0,2,57282393.74646545,-2394262.24833893,54888131.49812652,True,23.924861942841193,15,0,1,54916372.78584427,-28241.28771774897,54888131.49812652,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-19,53,0,2,58150765.775595546,-2348033.9145952086,55802731.86100034,True,24.76572651448286,15,0,1,55937253.877505675,-134522.01650533848,55802731.86100034,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-20,53,0,2,60704809.23756782,-2163372.8599343263,58541436.37763349,True,28.060261992660223,16,0,0,58541436.3776335,0.0,58541436.37763349,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-21,53,0,2,60570971.34355341,-1989616.4051206368,58581354.938432775,True,30.443542377145207,16,0,0,58581354.93843277,0.0,58581354.938432775,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-22,53,0,2,59439325.76667282,-1801302.4281909931,57638023.33848183,True,32.99797126591695,16,0,0,57638023.33848183,0.0,57638023.33848183,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-23,53,0,2,60950667.48683059,-1915748.2318718378,59034919.254958756,True,31.815593757472485,16,0,0,59034919.254958756,0.0,59034919.254958756,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-24,53,0,2,56970096.92124367,-2101970.4245524174,54868126.49669125,True,27.103186731742234,16,0,0,54868126.49669125,0.0,54868126.49669125,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-25,53,0,2,56314804.63892646,-2546338.8457812318,53768465.793145224,True,22.115990074230968,14,0,2,53922146.65400276,-153680.86085753288,53768465.79314523,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-26,53,0,2,57432790.50441362,-2373522.5172074945,55059267.987206124,True,24.19728066114353,15,0,1,55098556.67070229,-39288.6834961726,55059267.987206124,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-27,53,0,2,58569084.54175291,-2114640.225753108,56454444.315999806,True,27.69694997213728,16,0,0,56454444.315999806,0.0,56454444.315999806,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-02-28,53,0,2,61051906.46217615,-1822655.9994112998,59229250.46276485,True,33.49612130972346,16,0,0,59229250.46276486,0.0,59229250.46276485,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-01,53,0,2,59168065.62036573,-1910948.5181022463,57257117.10226348,True,30.962668570017392,16,0,0,57257117.10226348,0.0,57257117.10226348,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-02,53,0,2,59674654.68431589,-1914259.3571648225,57760395.32715107,True,31.173756294287635,16,0,0,57760395.32715107,0.0,57760395.32715107,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-03,53,0,2,57733502.070751555,-2236500.6117347847,55497001.45901678,True,25.814212510306202,15,0,1,55622899.26955539,-125897.81053861481,55497001.45901677,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-04,53,0,2,55963875.19506791,-2342407.7200930174,53621467.47497489,True,23.89160294982531,15,0,1,53642574.1778334,-21106.702858507128,53621467.47497489,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-05,53,0,2,57062973.20040443,-2341462.46532482,54721510.73507961,True,24.37065468503607,16,0,0,54721510.73507961,0.0,54721510.7350796,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-06,53,0,2,57523589.66618565,-2006760.8423081022,55516828.82387755,True,28.66489541425581,16,0,0,55516828.82387755,0.0,55516828.82387755,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-07,53,0,2,56505383.013197474,-1866926.186289184,54638456.82690829,True,30.26653299320366,16,0,0,54638456.82690829,0.0,54638456.82690829,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-08,53,0,2,59117443.62085207,-1924086.2872221055,57193357.333629966,True,30.724944101235042,16,0,0,57193357.333629966,0.0,57193357.333629966,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-09,53,0,2,56930301.174981,-1961744.9722042482,54968556.20277675,True,29.020235546220462,16,0,0,54968556.202776745,0.0,54968556.20277675,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-10,53,0,2,57130602.09462741,-2174083.376887914,54956518.71773949,True,26.278017992302974,15,0,1,54970052.338550135,-13533.620810644818,54956518.71773949,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-11,53,0,2,57640166.6181889,-2418780.2048318507,55221386.41335705,True,23.830262254935207,15,0,1,55256450.751286656,-35064.337929605404,55221386.41335705,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-12,53,0,2,58418574.32103204,-1881128.8312795316,56537445.48975251,True,31.055062975828246,16,0,0,56537445.489752516,0.0,56537445.48975251,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-13,53,0,2,57817029.95759288,-1935160.88174179,55881869.07585109,True,29.877117971480082,16,0,0,55881869.07585109,0.0,55881869.07585109,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-14,53,0,2,60856715.213153385,-2005929.961316273,58850785.25183711,True,30.33840482307755,16,0,0,58850785.25183711,0.0,58850785.25183711,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-15,53,0,2,57836940.70047478,-1687695.6500918404,56149245.05038294,True,34.26976937300717,16,0,0,56149245.05038294,0.0,56149245.05038294,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-16,53,0,2,57066591.99331525,-1868405.5479075818,55198186.445407666,True,30.54293649321682,16,0,0,55198186.44540767,0.0,55198186.445407666,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-17,53,0,2,58397171.412083946,-2040521.6266722311,56356649.785411716,True,28.61874662280376,16,0,0,56356649.785411716,0.0,56356649.785411716,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-18,53,0,2,57683848.35431271,-2342223.991525412,55341624.3627873,True,24.62781039004948,16,0,0,55341624.36278729,0.0,55341624.3627873,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-19,53,0,2,58054547.416687146,-2246330.2424196377,55808217.17426751,True,25.844173007328436,16,0,0,55808217.174267516,0.0,55808217.174267516,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-20,53,0,2,60124195.29952216,-1918084.168959957,58206111.1305622,True,31.34596295225319,16,0,0,58206111.1305622,0.0,58206111.1305622,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-21,53,0,2,58585437.74613174,-2007985.9213293376,56577451.8248024,True,29.176219376750755,16,0,0,56577451.8248024,0.0,56577451.8248024,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-22,53,0,2,58251369.267687514,-1708860.1350553299,56542509.13263218,True,34.087850768314304,16,0,0,56542509.13263217,0.0,56542509.13263218,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-23,53,0,2,57953057.63388249,-1956756.5577026405,55996301.07617985,True,29.6168971074885,16,0,0,55996301.07617985,0.0,55996301.07617985,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-24,53,0,2,55810934.52970269,-2263430.645454688,53547503.884248,True,24.65767380227864,14,0,2,53587338.620110445,-39834.73586243595,53547503.884248,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-25,53,0,2,57437458.013543546,-2304467.24849403,55132990.76504952,True,24.92439762425738,16,0,0,55132990.76504951,0.0,55132990.76504951,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-26,53,0,2,58484151.69943168,-2280679.38788428,56203472.3115474,True,25.643302609791956,14,0,2,56310640.00582032,-107167.69427292123,56203472.3115474,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-27,53,0,2,58712833.27384267,-2116761.1052092793,56596072.16863339,True,27.737108892142963,16,0,0,56596072.16863339,0.0,56596072.16863339,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-28,53,0,2,60943554.84836734,-1570414.2969884553,59373140.55137888,True,38.80731025261123,16,0,0,59373140.55137888,0.0,59373140.55137888,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-29,53,0,2,57871733.027969025,-1979642.8644377035,55892090.16353132,True,29.233420869782428,15,0,1,55904703.06831953,-12612.904788203363,55892090.16353132,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-30,53,0,2,56157573.65653419,-1922061.3751043067,54235512.28142988,True,29.217367553357455,16,0,0,54235512.28142987,0.0,54235512.28142988,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-03-31,53,0,2,55887384.79476691,-2105492.3627367015,53781892.43203021,True,26.54361791278357,16,0,0,53781892.43203021,0.0,53781892.43203021,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-01,53,0,2,55699368.45785414,-2125778.7013208764,53573589.756533265,True,26.201865896598132,16,0,0,53573589.756533265,0.0,53573589.756533265,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-02,53,0,2,61575624.76215569,-2153690.865912729,59421933.89624296,True,28.590744259882484,16,0,0,59421933.89624296,0.0,59421933.89624296,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-03,53,0,2,60424454.164892614,-2269890.2124395,58154563.952453114,True,26.619989739483106,16,0,0,58154563.95245311,0.0,58154563.952453114,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-04,53,0,2,58730707.63035929,-1720503.0098711173,57010204.620488174,True,34.13577732407385,16,0,0,57010204.620488174,0.0,57010204.620488174,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-05,53,0,2,58753074.734053604,-2002105.0818903474,56750969.65216325,True,29.345649868976974,16,0,0,56750969.65216325,0.0,56750969.65216325,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-06,53,0,2,56422195.4117933,-1902963.5481923083,54519231.86360099,True,29.64964592484744,16,0,0,54519231.863600984,0.0,54519231.86360099,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-07,53,0,2,56587534.52081259,-2190741.0482837153,54396793.472528875,True,25.830316442531977,16,0,0,54396793.472528875,0.0,54396793.472528875,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-08,53,0,2,56354287.65829046,-2321491.8648066707,54032795.793483794,True,24.27503129027055,15,0,1,54057129.671347626,-24333.877863829213,54032795.793483794,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-09,53,0,2,57758564.65111813,-2263876.50698412,55494688.144134015,True,25.513125151893846,16,0,0,55494688.14413401,0.0,55494688.144134015,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-10,53,0,2,57845987.05624821,-2187739.917578971,55658247.13866924,True,26.44097984017341,16,0,0,55658247.13866924,0.0,55658247.13866924,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-11,53,0,2,59479022.50133803,-2067227.242344897,57411795.258993134,True,28.77236777988171,16,0,0,57411795.258993134,0.0,57411795.25899313,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-12,53,0,2,58431366.469959036,-1874568.3454038198,56556798.124555215,True,31.170571408198906,16,0,0,56556798.124555215,0.0,56556798.124555215,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-13,53,0,2,57107558.49436643,-2086015.8123221905,55021542.68204424,True,27.376378528403034,16,0,0,55021542.68204424,0.0,55021542.68204424,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-14,53,0,2,55584204.40303047,-2085570.875349771,53498633.527680695,True,26.651793549671837,15,0,1,53615219.85888621,-116586.33120551263,53498633.5276807,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-15,53,0,2,56562577.45917792,-2362273.381310934,54200304.07786698,True,23.944128527490218,15,0,1,54242624.54117999,-42320.463313007014,54200304.07786698,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-16,53,0,2,57050370.00795159,-2083492.8027103457,54966877.20524125,True,27.382081634137002,16,0,0,54966877.20524125,0.0,54966877.20524124,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-17,53,0,2,58010833.893744506,-1920669.816331504,56090164.077413,True,30.203439133825565,16,0,0,56090164.077413,0.0,56090164.077413,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-18,53,0,2,58886544.112026915,-1959188.4694491099,56927355.642577805,True,30.0565999801871,16,0,0,56927355.64257781,0.0,56927355.64257781,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-19,53,0,2,60320345.93186426,-1584149.6709220475,58736196.26094221,True,38.077428565670225,16,0,0,58736196.26094221,0.0,58736196.26094221,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-20,52,1,2,55463036.36562838,-1956426.0749172657,53506610.29071111,True,28.34916027582275,16,0,0,53506610.29071111,0.0,53506610.29071111,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-21,53,0,2,56053654.61955756,-2380645.8794195205,53673008.74013804,True,23.545565976080944,15,0,1,53843103.1765648,-170094.436426754,53673008.74013804,True,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-22,53,0,2,59191319.19500087,-2261760.5005401336,56929558.694460735,True,26.170462867693253,16,0,0,56929558.694460735,0.0,56929558.694460735,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
2026-04-23,53,0,2,59172902.455332875,-2049621.0630919258,57123281.39224095,True,28.870167037641806,16,0,0,57123281.39224095,0.0,57123281.39224095,False,ANALYST-CALC,"Concurrent positions do not prove avoidable borrowing, transferability, or interest cost"
