date,account_id,entity_id,entity_name,region,currency,bank_name,visibility_method,reporting_delay_days,positive_available_usd,restricted_positive_available_usd,negative_available_usd,complete_7d_window,unflagged_payment_buffer_7d_usd,net_screen_contribution_7d_usd,complete_14d_window,unflagged_payment_buffer_14d_usd,net_screen_contribution_14d_usd
2026-01-02,AC0013,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Host-to-host,0,579564.11,579564.11,0.0,False,,,False,,
2026-01-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,API,0,729237.321021,0.0,0.0,False,,,False,,
2026-01-02,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Spreadsheet,2,1111873.969196,0.0,0.0,False,,,False,,
2026-01-02,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Spreadsheet,2,465064.728901,465064.728901,0.0,False,,,False,,
2026-01-02,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Spreadsheet,2,2821286.593959,0.0,0.0,False,,,False,,
2026-01-02,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Portal,1,1223113.852111,0.0,0.0,False,,,False,,
2026-01-02,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Host-to-host,0,372824.928802,372824.928802,0.0,False,,,False,,
2026-01-02,AC0020,E005,Aurelius UK,EMEA,GBP,Meridian Commercial,API,0,317133.953429,317133.953429,0.0,False,,,False,,
2026-01-02,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Spreadsheet,2,6217794.637936,0.0,0.0,False,,,False,,
2026-01-02,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Portal,1,2602598.198704,0.0,0.0,False,,,False,,
2026-01-02,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Host-to-host,0,800712.779502,800712.779502,0.0,False,,,False,,
2026-01-02,AC0024,E006,Aurelius Germany,EMEA,EUR,Pacific Crown,Host-to-host,0,9393.161278,0.0,0.0,False,,,False,,
2026-01-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Spreadsheet,3,0.0,0.0,-1258836.003705,False,,,False,,
2026-01-02,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Portal,1,952431.84,0.0,0.0,False,,,False,,
2026-01-02,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,API,0,400445.172868,400445.172868,0.0,False,,,False,,
2026-01-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Host-to-host,0,2787247.502638,0.0,0.0,False,,,False,,
2026-01-02,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,API,0,2695312.337281,0.0,0.0,False,,,False,,
2026-01-02,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,API,0,588020.01,588020.01,0.0,False,,,False,,
2026-01-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Portal,1,2025440.94,0.0,0.0,False,,,False,,
2026-01-02,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Host-to-host,0,1115060.531366,0.0,0.0,False,,,False,,
2026-01-02,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Spreadsheet,2,435908.191808,435908.191808,0.0,False,,,False,,
2026-01-02,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Spreadsheet,2,0.0,0.0,-821912.11,False,,,False,,
2026-01-02,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Host-to-host,0,946303.333936,0.0,0.0,False,,,False,,
2026-01-02,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Host-to-host,0,273845.698127,273845.698127,0.0,False,,,False,,
2026-01-02,AC0037,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Host-to-host,0,5433.648427,0.0,0.0,False,,,False,,
2026-01-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Host-to-host,0,4527070.35,0.0,0.0,False,,,False,,
2026-01-02,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Host-to-host,0,2169751.985013,0.0,0.0,False,,,False,,
2026-01-02,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Spreadsheet,3,560582.177113,560582.177113,0.0,False,,,False,,
2026-01-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Host-to-host,0,7618.293438,0.0,0.0,False,,,False,,
2026-01-02,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Host-to-host,0,535267.39,0.0,0.0,False,,,False,,
2026-01-02,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Portal,1,3337.542805,3337.542805,0.0,False,,,False,,
2026-01-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Host-to-host,0,1720.11555,0.0,0.0,False,,,False,,
2026-01-02,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Spreadsheet,2,1129.973526,0.0,0.0,False,,,False,,
2026-01-02,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Spreadsheet,3,365.516171,365.516171,0.0,False,,,False,,
2026-01-02,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Spreadsheet,2,21308.961297,21308.961297,0.0,False,,,False,,
2026-01-02,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Spreadsheet,2,18302.275216,18302.275216,0.0,False,,,False,,
2026-01-02,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,API,0,559501.64,559501.64,0.0,False,,,False,,
2026-01-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Portal,1,357490.838197,0.0,0.0,False,,,False,,
2026-01-02,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Host-to-host,0,93667.609782,0.0,0.0,False,,,False,,
2026-01-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,API,0,33121.487717,33121.487717,0.0,False,,,False,,
2026-01-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,API,0,998600.42,0.0,0.0,False,,,False,,
2026-01-02,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Host-to-host,0,1391924.15,0.0,0.0,False,,,False,,
2026-01-02,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,API,0,292119.07,292119.07,0.0,False,,,False,,
2026-01-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Spreadsheet,2,2333870.59,0.0,0.0,False,,,False,,
2026-01-03,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Portal,1,876545.59,0.0,0.0,False,,,False,,
2026-01-03,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,API,0,274124.22,274124.22,0.0,False,,,False,,
2026-01-03,AC0004,E001,Aurelius Group Holdings,NA,USD,Continental Trust,Host-to-host,0,2089.86,0.0,0.0,False,,,False,,
2026-01-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,API,0,2559500.42,0.0,0.0,False,,,False,,
2026-01-03,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Host-to-host,0,3494478.33,0.0,0.0,False,,,False,,
2026-01-03,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Host-to-host,0,1110652.03,1110652.03,0.0,False,,,False,,
2026-01-03,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Portal,1,843504.24,843504.24,0.0,False,,,False,,
2026-01-03,AC0009,E002,Aurelius Home US,NA,USD,Northbridge Bank,Portal,1,21016.14,0.0,0.0,False,,,False,,
2026-01-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Spreadsheet,2,3903113.65,0.0,0.0,False,,,False,,
2026-01-03,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,API,0,1988785.01,0.0,0.0,False,,,False,,
2026-01-03,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Host-to-host,0,861799.9,861799.9,0.0,False,,,False,,
2026-01-03,AC0013,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Host-to-host,0,785605.0,785605.0,0.0,False,,,False,,
2026-01-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,API,0,785767.433785,0.0,0.0,False,,,False,,
2026-01-03,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Spreadsheet,2,1229969.83993,0.0,0.0,False,,,False,,
2026-01-03,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Spreadsheet,2,481380.172943,481380.172943,0.0,False,,,False,,
2026-01-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Spreadsheet,2,2795752.201355,0.0,0.0,False,,,False,,
2026-01-03,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Portal,1,1243717.067351,0.0,0.0,False,,,False,,
2026-01-03,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Host-to-host,0,428706.250363,428706.250363,0.0,False,,,False,,
2026-01-03,AC0020,E005,Aurelius UK,EMEA,GBP,Meridian Commercial,API,0,397079.5175,397079.5175,0.0,False,,,False,,
2026-01-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Spreadsheet,2,5151725.726182,0.0,0.0,False,,,False,,
2026-01-03,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Portal,1,2457223.648076,0.0,0.0,False,,,False,,
2026-01-03,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Host-to-host,0,680423.116889,680423.116889,0.0,False,,,False,,
2026-01-03,AC0024,E006,Aurelius Germany,EMEA,EUR,Pacific Crown,Host-to-host,0,8057.869665,0.0,0.0,False,,,False,,
2026-01-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Spreadsheet,2,0.0,0.0,-1051051.10729,False,,,False,,
2026-01-03,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Portal,1,834943.01,0.0,0.0,False,,,False,,
2026-01-03,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,API,0,354368.347306,354368.347306,0.0,False,,,False,,
2026-01-03,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Host-to-host,0,3220343.682734,0.0,0.0,False,,,False,,
2026-01-03,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,API,0,2880681.266894,0.0,0.0,False,,,False,,
2026-01-03,AC0030,E008,Aurelius Netherlands,EMEA,USD,Pacific Crown,API,0,546963.38,546963.38,0.0,False,,,False,,
2026-01-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Portal,1,2156625.49,0.0,0.0,False,,,False,,
2026-01-03,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Host-to-host,0,1170957.643211,0.0,0.0,False,,,False,,
2026-01-03,AC0033,E009,Aurelius Spain,EMEA,EUR,Meridian Commercial,Spreadsheet,2,424296.726851,424296.726851,0.0,False,,,False,,
2026-01-03,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Spreadsheet,2,0.0,0.0,-801375.82,False,,,False,,
2026-01-03,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Host-to-host,0,1165471.385831,0.0,0.0,False,,,False,,
2026-01-03,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Host-to-host,0,209443.540542,209443.540542,0.0,False,,,False,,
2026-01-03,AC0037,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Host-to-host,0,5515.862692,0.0,0.0,False,,,False,,
2026-01-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Host-to-host,0,3918114.33,0.0,0.0,False,,,False,,
2026-01-03,AC0039,E011,Aurelius Australia,APAC,AUD,Continental Trust,Host-to-host,0,2022974.930265,0.0,0.0,False,,,False,,
2026-01-03,AC0040,E011,Aurelius Australia,APAC,AUD,Continental Trust,Spreadsheet,3,667378.890103,667378.890103,0.0,False,,,False,,
2026-01-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Host-to-host,0,8606.94998,0.0,0.0,False,,,False,,
2026-01-03,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Host-to-host,0,492057.09,0.0,0.0,False,,,False,,
2026-01-03,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Portal,1,3048.305317,3048.305317,0.0,False,,,False,,
2026-01-03,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Host-to-host,0,1609.612239,0.0,0.0,False,,,False,,
2026-01-03,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Spreadsheet,2,1016.394238,0.0,0.0,False,,,False,,
2026-01-03,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Spreadsheet,3,379.416035,379.416035,0.0,False,,,False,,
2026-01-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Spreadsheet,2,22169.641474,22169.641474,0.0,False,,,False,,
2026-01-03,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Spreadsheet,3,15341.14496,15341.14496,0.0,False,,,False,,
2026-01-03,AC0049,E014,Aurelius India,APAC,USD,Pacific Crown,API,0,475759.22,475759.22,0.0,False,,,False,,
2026-01-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Portal,1,347438.062459,0.0,0.0,False,,,False,,
2026-01-03,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Host-to-host,0,100043.971479,0.0,0.0,False,,,False,,
2026-01-03,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,API,0,27935.454355,27935.454355,0.0,False,,,False,,
2026-01-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,API,0,1060349.81,0.0,0.0,False,,,False,,
2026-01-03,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Host-to-host,0,1432283.07,0.0,0.0,False,,,False,,
2026-01-03,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,API,0,298978.74,298978.74,0.0,False,,,False,,
2026-01-04,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Spreadsheet,2,2194489.9,0.0,0.0,False,,,False,,
2026-01-04,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Portal,1,851274.49,0.0,0.0,False,,,False,,
2026-01-04,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,API,0,344378.14,344378.14,0.0,False,,,False,,
2026-01-04,AC0004,E001,Aurelius Group Holdings,NA,USD,Continental Trust,Host-to-host,0,1006.99,0.0,0.0,False,,,False,,
2026-01-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,API,0,2584571.45,0.0,0.0,False,,,False,,
2026-01-04,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Host-to-host,0,3477394.3,0.0,0.0,False,,,False,,
2026-01-04,AC0007,E002,Aurelius Home US,NA,USD,Northbridge Bank,Host-to-host,0,1019830.3,1019830.3,0.0,False,,,False,,
2026-01-04,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Portal,1,734227.33,734227.33,0.0,False,,,False,,
2026-01-04,AC0009,E002,Aurelius Home US,NA,USD,Northbridge Bank,Portal,1,21335.15,0.0,0.0,False,,,False,,
2026-01-04,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Spreadsheet,2,4067480.45,0.0,0.0,False,,,False,,
2026-01-04,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,API,0,2209459.71,0.0,0.0,False,,,False,,
2026-01-04,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Host-to-host,0,777515.21,777515.21,0.0,False,,,False,,
2026-01-04,AC0013,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Host-to-host,0,690145.71,690145.71,0.0,False,,,False,,
2026-01-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,API,0,937326.189349,0.0,0.0,False,,,False,,
2026-01-04,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Spreadsheet,2,920241.690973,0.0,0.0,False,,,False,,
2026-01-04,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Spreadsheet,2,450011.640741,450011.640741,0.0,False,,,False,,
2026-01-04,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Spreadsheet,2,2860366.792491,0.0,0.0,False,,,False,,
2026-01-04,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Portal,1,1365037.874775,0.0,0.0,False,,,False,,
2026-01-04,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Host-to-host,0,495150.91497,495150.91497,0.0,False,,,False,,
2026-01-04,AC0020,E005,Aurelius UK,EMEA,GBP,Meridian Commercial,API,0,352630.42393,352630.42393,0.0,False,,,False,,
2026-01-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Spreadsheet,3,5337620.673773,0.0,0.0,False,,,False,,
2026-01-04,AC0022,E006,Aurelius Germany,EMEA,EUR,Meridian Commercial,Portal,1,2459980.134906,0.0,0.0,False,,,False,,
2026-01-04,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Host-to-host,0,592929.16057,592929.16057,0.0,False,,,False,,
2026-01-04,AC0024,E006,Aurelius Germany,EMEA,EUR,Pacific Crown,Host-to-host,0,8495.197822,0.0,0.0,False,,,False,,
2026-01-04,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Spreadsheet,3,0.0,0.0,-834626.732426,False,,,False,,
2026-01-04,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Portal,1,783987.34,0.0,0.0,False,,,False,,
2026-01-04,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,API,0,370048.064194,370048.064194,0.0,False,,,False,,
2026-01-04,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Host-to-host,0,2470114.754189,0.0,0.0,False,,,False,,
2026-01-04,AC0029,E008,Aurelius Netherlands,EMEA,EUR,Continental Trust,API,0,2211948.090556,0.0,0.0,False,,,False,,
